sender,receiver,amount,timestamp,type,is_fraud
U284,U795,3927.53,2025-10-02 13:12:24,transfer,0
U554,U333,158.93,2025-10-12 02:12:23,transfer,0
U912,U801,2044.58,2025-10-06 14:31:19,transfer,0
U166,U743,12569.06,2025-10-17 18:45:03,transfer,0
U254,U906,3416.42,2025-10-03 17:22:02,payment,0
U805,U792,11428.67,2025-10-06 12:20:25,cash_in,0
U101,U351,13692.03,2025-10-17 07:35:34,cash_in,0
U269,U123,15527.01,2025-10-17 14:53:11,transfer,0
U933,U136,4217.03,2025-10-15 05:05:11,transfer,0
U268,U19,17470.56,2025-10-13 22:18:36,cash_in,0
U39,U6,11506.3,2025-10-27 19:31:52,cash_in,0
U426,U551,785.43,2025-10-19 09:26:24,cash_in,0
U460,U585,1045.21,2025-10-24 07:04:06,payment,0
U655,U115,509.96,2025-10-14 08:25:56,transfer,0
U694,U457,12144.16,2025-10-21 15:54:07,transfer,0
U471,U994,8150.48,2025-10-21 04:41:32,transfer,0
U604,U112,16045.24,2025-10-04 16:17:04,transfer,0
U205,U970,2773.22,2025-10-26 06:02:22,transfer,0
U333,U298,16805.94,2025-10-19 19:42:38,payment,0
U215,U80,7938.55,2025-10-12 20:22:55,transfer,0
U517,U488,8589.08,2025-10-08 20:19:01,cash_in,0
U126,U554,13857.1,2025-10-16 16:57:55,payment,0
U748,U849,3258.42,2025-10-18 17:53:28,payment,0
U480,U344,11999.58,2025-10-01 06:03:47,payment,0
U77,U983,19745.49,2025-10-11 12:29:54,payment,0
U991,U584,95.98,2025-10-05 05:23:49,transfer,0
U640,U67,17407.43,2025-10-03 20:10:21,payment,0
U576,U785,9120.14,2025-10-13 15:37:06,cash_in,0
U817,U329,14059.89,2025-10-13 18:23:21,payment,0
U661,U298,5036.79,2025-10-04 00:30:37,cash_in,0
U717,U813,15273.5,2025-10-03 13:50:28,cash_in,0
U66,U302,17844.45,2025-10-12 07:58:46,payment,0
U468,U975,14222.4,2025-10-05 15:40:50,transfer,0
U147,U432,14905.36,2025-10-26 17:40:11,cash_in,0
U434,U923,14144.46,2025-10-08 16:19:32,transfer,0
U739,U743,18445.79,2025-10-19 12:09:52,transfer,0
U221,U690,8610.32,2025-10-28 07:24:11,transfer,0
U366,U907,19381.46,2025-10-08 13:28:31,cash_in,0
U219,U616,19300.17,2025-10-20 03:12:15,payment,0
U512,U446,1596.79,2025-10-11 07:10:02,cash_in,0
U277,U956,5834.88,2025-10-15 03:53:01,payment,0
U224,U163,2629.82,2025-10-19 19:20:28,transfer,0
U131,U642,261.5,2025-10-03 10:49:13,payment,0
U511,U868,12337.03,2025-10-08 20:21:28,cash_in,0
U484,U990,4625.49,2025-10-23 15:40:22,cash_in,0
U808,U70,6902.6,2025-10-06 00:46:37,payment,0
U738,U210,2829.74,2025-10-24 13:12:29,cash_in,0
U960,U463,16282.06,2025-10-17 04:02:03,payment,0
U792,U215,12591.51,2025-10-11 02:35:39,transfer,0
U627,U390,19823.75,2025-10-18 05:50:35,cash_in,0
U196,U572,15561.25,2025-10-21 22:12:26,payment,0
U445,U4,10974.12,2025-10-06 10:33:22,payment,0
U524,U785,13398.53,2025-10-29 01:21:45,cash_in,0
U55,U903,15263.09,2025-10-26 13:46:56,cash_in,0
U439,U581,12291.27,2025-10-26 12:13:22,transfer,0
U646,U22,15562.59,2025-10-17 09:12:23,transfer,0
U929,U233,9630.68,2025-10-18 03:46:13,transfer,0
U733,U744,2338.41,2025-10-22 16:35:27,payment,0
U302,U685,6009.33,2025-10-24 12:20:18,payment,0
U887,U944,1788.04,2025-10-15 11:45:55,cash_in,0
U810,U940,917.2,2025-10-04 08:15:41,transfer,0
U622,U988,14961.03,2025-10-06 13:26:25,transfer,0
U810,U668,12031.63,2025-10-08 18:27:14,cash_in,0
U762,U119,3934.71,2025-10-08 05:51:02,transfer,0
U563,U628,7224.02,2025-10-20 19:41:00,cash_in,0
U957,U935,15617.5,2025-10-28 01:29:07,cash_in,0
U38,U856,15158.9,2025-10-08 07:34:26,payment,0
U426,U583,7195.99,2025-10-14 05:09:27,transfer,0
U565,U564,18241.11,2025-10-23 04:01:56,cash_in,0
U201,U56,10513.83,2025-10-23 00:13:20,transfer,0
U483,U96,17417.94,2025-10-28 14:02:56,payment,0
U445,U768,18662.24,2025-10-24 19:52:25,payment,0
U8,U797,11691.44,2025-10-13 03:19:20,payment,0
U352,U860,537.26,2025-10-07 18:17:19,cash_in,0
U434,U277,5048.91,2025-10-09 13:10:40,transfer,0
U17,U647,12101.78,2025-10-10 16:06:14,transfer,0
U835,U584,17514.47,2025-10-27 09:14:59,payment,0
U367,U331,5442.61,2025-10-14 22:00:40,transfer,0
U867,U318,12281.93,2025-10-06 05:29:59,payment,0
U63,U637,6394.02,2025-10-02 12:06:36,payment,0
U502,U944,1327.52,2025-10-04 15:28:14,cash_in,0
U217,U518,13564.17,2025-10-15 22:07:58,cash_in,0
U735,U283,17271.03,2025-10-28 20:47:22,cash_in,0
U830,U314,520.59,2025-10-10 07:30:29,cash_in,0
U863,U720,5937.79,2025-10-20 16:23:40,transfer,0
U844,U371,16435.83,2025-10-28 08:05:23,cash_in,0
U702,U258,19240.99,2025-10-25 09:46:42,cash_in,0
U423,U233,13435.25,2025-10-21 05:24:06,payment,0
U429,U409,8192.88,2025-10-05 08:53:54,cash_in,0
U599,U171,12489.06,2025-10-28 10:08:50,cash_in,0
U7,U637,15652.89,2025-10-26 14:40:52,payment,0
U344,U810,13682.49,2025-10-25 14:11:21,cash_in,0
U658,U827,8322.95,2025-10-23 03:18:42,payment,0
U794,U520,933.42,2025-10-05 12:15:31,payment,0
U346,U854,4692.02,2025-10-23 12:04:13,transfer,0
U190,U228,5403.79,2025-10-06 00:33:20,transfer,0
U886,U854,12878.55,2025-10-02 18:25:39,transfer,0
U527,U93,2495.87,2025-10-01 18:58:45,payment,0
U244,U950,84.03,2025-10-09 23:53:20,payment,0
U410,U198,17920.15,2025-10-16 19:51:38,transfer,0
U884,U62,11155.42,2025-10-09 15:52:11,transfer,0
U208,U322,76.53,2025-10-19 09:15:51,payment,0
U713,U285,8617.13,2025-10-02 23:47:29,transfer,0
U61,U907,15698.92,2025-10-23 12:24:45,cash_in,0
U510,U32,4894.91,2025-10-21 21:49:32,cash_in,0
U111,U34,15863.17,2025-10-25 22:14:47,payment,0
U209,U543,5032.06,2025-10-24 05:45:04,cash_in,0
U450,U674,16788.76,2025-10-08 20:33:02,transfer,0
U200,U306,18662.32,2025-10-28 12:10:13,payment,0
U615,U539,4308.11,2025-10-23 21:07:51,payment,0
U193,U323,19718.89,2025-10-16 20:58:19,payment,0
U296,U8,19366.27,2025-10-18 15:56:01,transfer,0
U293,U346,14623.06,2025-10-21 04:39:19,payment,0
U550,U558,16906.45,2025-10-09 17:58:59,payment,0
U655,U883,18113.49,2025-10-26 08:09:32,payment,0
U571,U567,19111.04,2025-10-22 15:39:48,payment,0
U716,U90,17338.84,2025-10-11 19:03:07,payment,0
U57,U132,2600.01,2025-10-20 17:48:06,cash_in,0
U178,U261,8824.13,2025-10-10 22:01:25,cash_in,0
U769,U903,9312.04,2025-10-10 04:36:01,cash_in,0
U924,U133,4945.65,2025-10-08 07:13:31,payment,0
U364,U358,11626.75,2025-10-16 02:32:50,payment,0
U675,U692,11318.55,2025-10-08 16:49:53,transfer,0
U348,U463,11826.1,2025-10-28 00:50:27,transfer,0
U537,U131,18103.95,2025-10-17 05:48:03,transfer,0
U66,U396,7638.57,2025-10-23 17:19:03,payment,0
U130,U280,14248.57,2025-10-25 10:25:13,transfer,0
U624,U870,6336.61,2025-10-26 12:07:30,payment,0
U706,U528,4799.81,2025-10-02 10:32:38,payment,0
U916,U167,10416.42,2025-10-26 02:36:39,transfer,0
U154,U652,6095.54,2025-10-20 14:14:03,transfer,0
U819,U986,7318.09,2025-10-09 21:40:58,cash_in,0
U534,U664,10147.36,2025-10-07 10:25:09,payment,0
U771,U791,11109.24,2025-10-20 04:04:30,transfer,0
U215,U141,11547.83,2025-10-07 01:48:13,cash_in,0
U9,U446,9609.06,2025-10-14 16:48:50,cash_in,0
U477,U616,17048.54,2025-10-11 17:36:33,transfer,0
U306,U831,18732.83,2025-10-08 11:17:11,transfer,0
U747,U513,4112.05,2025-10-12 22:03:15,transfer,0
U61,U895,15936.69,2025-10-04 07:22:14,cash_in,0
U942,U754,4263.09,2025-10-25 04:24:44,transfer,0
U963,U982,10043.86,2025-10-28 00:51:06,transfer,0
U5,U545,14726.92,2025-10-27 20:33:19,cash_in,0
U708,U878,17403.26,2025-10-12 10:52:03,payment,0
U932,U398,13975.02,2025-10-09 02:27:07,cash_in,0
U382,U325,12106.99,2025-10-27 15:25:06,cash_in,0
U657,U772,4605.3,2025-10-03 23:18:17,transfer,0
U653,U551,15183.4,2025-10-16 09:43:51,cash_in,0
U78,U748,2298.6,2025-10-11 21:25:02,payment,0
U672,U861,18351.63,2025-10-04 18:56:44,cash_in,0
U147,U325,17249.25,2025-10-09 18:07:51,transfer,0
U209,U178,16720.03,2025-10-28 06:52:11,transfer,0
U275,U268,3601.53,2025-10-20 05:13:14,payment,0
U187,U907,19781.22,2025-10-06 14:02:32,payment,0
U678,U345,17529.09,2025-10-07 08:40:59,payment,0
U650,U901,5804.32,2025-10-23 05:33:01,payment,0
U57,U885,16668.44,2025-10-28 21:06:14,payment,0
U554,U513,3000.13,2025-10-08 02:53:46,cash_in,0
U867,U821,437.18,2025-10-17 14:29:00,cash_in,0
U494,U878,15611.84,2025-10-15 09:31:00,payment,0
U475,U949,7883.39,2025-10-10 22:55:20,cash_in,0
U181,U646,7231.59,2025-10-11 01:57:53,payment,0
U923,U530,16011.0,2025-10-08 03:47:20,transfer,0
U922,U467,2845.25,2025-10-01 14:50:13,payment,0
U77,U377,16789.78,2025-10-25 22:29:08,cash_in,0
U217,U313,16982.59,2025-10-22 01:44:59,payment,0
U880,U542,1337.98,2025-10-04 11:04:16,payment,0
U522,U339,12930.05,2025-10-08 18:57:13,payment,0
U99,U840,576.46,2025-10-05 08:35:41,cash_in,0
U173,U242,4882.17,2025-10-28 19:14:06,payment,0
U608,U311,18075.9,2025-10-22 22:20:14,payment,0
U735,U550,18022.39,2025-10-06 09:04:17,payment,0
U901,U984,5987.93,2025-10-01 04:57:29,payment,0
U816,U713,2672.87,2025-10-01 15:12:15,payment,0
U969,U7,16798.65,2025-10-14 01:54:13,transfer,0
U152,U510,232.06,2025-10-23 08:11:19,cash_in,0
U135,U963,4998.33,2025-10-19 12:35:04,payment,0
U42,U400,16788.51,2025-10-07 08:00:32,cash_in,0
U83,U181,8468.61,2025-10-14 00:28:35,cash_in,0
U860,U78,2279.51,2025-10-09 02:03:31,payment,0
U193,U187,19239.74,2025-10-02 17:10:26,cash_in,0
U264,U763,14681.66,2025-10-23 13:26:08,payment,0
U891,U242,5240.2,2025-10-26 12:06:44,cash_in,0
U891,U499,4391.74,2025-10-06 08:09:09,cash_in,0
U78,U309,15832.12,2025-10-11 16:05:01,payment,0
U141,U438,10283.65,2025-10-13 17:31:55,payment,0
U77,U731,18827.86,2025-10-21 16:37:01,transfer,0
U709,U104,5861.48,2025-10-10 04:28:20,cash_in,0
U979,U294,3388.7,2025-10-12 12:53:47,cash_in,0
U260,U380,925.71,2025-10-26 19:53:38,cash_in,0
U814,U765,1912.13,2025-10-16 20:25:21,transfer,0
U246,U222,15672.73,2025-10-05 09:47:17,payment,0
U731,U951,15888.44,2025-10-08 02:21:22,payment,0
U793,U420,9643.63,2025-10-13 06:17:02,transfer,0
U289,U891,17305.54,2025-10-11 19:33:27,cash_in,0
U626,U877,4193.98,2025-10-23 06:24:17,transfer,0
U191,U837,12605.17,2025-10-15 14:03:38,transfer,0
U402,U213,15824.5,2025-10-06 19:05:16,transfer,0
U538,U484,18930.27,2025-10-02 14:42:57,transfer,0
U943,U861,8878.41,2025-10-22 01:53:36,transfer,0
U156,U671,18448.39,2025-10-08 08:33:15,payment,0
U546,U222,8846.74,2025-10-03 07:38:23,payment,0
U575,U286,9672.16,2025-10-26 21:13:39,payment,0
U174,U771,18436.47,2025-10-28 19:55:27,transfer,0
U43,U125,12353.98,2025-10-02 13:11:11,cash_in,0
U139,U320,7097.62,2025-10-24 14:41:54,cash_in,0
U649,U356,16267.18,2025-10-18 21:04:50,cash_in,0
U306,U535,6240.93,2025-10-21 15:45:16,transfer,0
U855,U793,1851.38,2025-10-09 14:52:35,cash_in,0
U775,U431,5374.35,2025-10-15 04:04:17,cash_in,0
U635,U89,17658.19,2025-10-10 21:27:47,payment,0
U696,U504,19540.5,2025-10-25 06:32:10,cash_in,0
U200,U371,10452.08,2025-10-18 17:36:11,payment,0
U414,U458,12881.15,2025-10-27 10:18:05,payment,0
U557,U109,8378.31,2025-10-02 15:04:23,cash_in,0
U463,U316,9272.3,2025-10-06 19:42:33,transfer,0
U530,U317,779.32,2025-10-04 04:27:31,cash_in,0
U763,U121,13358.97,2025-10-19 14:21:26,transfer,0
U6,U278,10337.86,2025-10-16 21:06:45,payment,0
U919,U123,473.45,2025-10-03 08:24:31,cash_in,0
U844,U280,17459.69,2025-10-27 07:39:13,payment,0
U36,U860,3754.42,2025-10-04 10:39:25,payment,0
U763,U463,6581.8,2025-10-18 13:15:21,transfer,0
U679,U644,12921.3,2025-10-18 12:09:06,cash_in,0
U735,U607,11368.39,2025-10-06 05:17:54,cash_in,0
U95,U809,14057.87,2025-10-20 20:07:24,transfer,0
U460,U62,2407.05,2025-10-12 01:03:39,cash_in,0
U300,U18,14998.25,2025-10-29 03:59:57,transfer,0
U830,U871,16512.11,2025-10-07 12:42:18,cash_in,0
U856,U232,10680.96,2025-10-11 09:24:20,payment,0
U386,U189,15090.78,2025-10-23 23:41:21,transfer,0
U504,U520,1385.29,2025-10-01 06:43:06,cash_in,0
U34,U178,12079.12,2025-10-17 15:25:39,cash_in,0
U769,U284,10884.28,2025-10-23 14:28:55,transfer,0
U768,U142,1200.68,2025-10-19 10:26:38,transfer,0
U133,U139,5280.92,2025-10-18 11:31:39,cash_in,0
U23,U993,14266.57,2025-10-01 03:46:35,cash_in,0
U112,U365,13213.42,2025-10-28 02:47:03,payment,0
U871,U300,9563.1,2025-10-21 07:44:48,payment,0
U881,U781,7071.51,2025-10-01 14:35:19,transfer,0
U670,U989,17724.88,2025-10-13 18:12:05,cash_in,0
U514,U431,18121.89,2025-10-13 21:51:36,transfer,0
U193,U337,12118.1,2025-10-14 16:35:02,transfer,0
U628,U187,4881.94,2025-10-26 12:43:45,cash_in,0
U549,U470,13927.63,2025-10-25 18:41:55,cash_in,0
U629,U879,18758.98,2025-10-14 11:57:18,transfer,0
U14,U43,17790.3,2025-10-02 19:35:09,transfer,0
U279,U17,272.55,2025-10-21 20:37:16,cash_in,0
U979,U972,2196.08,2025-10-18 21:06:09,payment,0
U461,U518,5919.77,2025-10-16 13:58:07,transfer,0
U65,U848,3873.62,2025-10-02 08:15:33,cash_in,0
U497,U814,19668.69,2025-10-01 15:48:36,transfer,0
U613,U812,16722.61,2025-10-13 16:17:47,cash_in,0
U554,U439,9858.04,2025-10-05 11:33:17,payment,0
U917,U375,8975.16,2025-10-06 16:48:52,cash_in,0
U165,U93,3538.48,2025-10-25 13:14:55,transfer,0
U264,U893,1677.8,2025-10-25 09:39:37,payment,0
U472,U617,15675.88,2025-10-03 23:06:10,cash_in,0
U314,U973,19715.38,2025-10-18 18:04:58,transfer,0
U763,U40,13196.94,2025-10-18 05:43:05,cash_in,0
U947,U135,4605.84,2025-10-14 21:38:27,transfer,0
U397,U494,5276.08,2025-10-02 17:08:56,cash_in,0
U648,U92,4855.54,2025-10-26 22:01:24,payment,0
U893,U440,15146.0,2025-10-06 12:46:05,transfer,0
U820,U409,4826.97,2025-10-06 19:00:00,transfer,0
U328,U356,16454.35,2025-10-08 08:50:05,cash_in,0
U303,U46,3171.16,2025-10-18 16:00:03,cash_in,0
U90,U504,3217.9,2025-10-22 17:28:31,cash_in,0
U946,U288,15091.02,2025-10-29 02:04:33,transfer,0
U745,U690,14707.55,2025-10-06 03:57:00,cash_in,0
U626,U59,19506.35,2025-10-17 00:46:30,transfer,0
U679,U970,3118.19,2025-10-13 05:33:25,transfer,0
U629,U663,8985.37,2025-10-13 19:10:14,payment,0
U359,U270,19467.51,2025-10-07 02:53:18,transfer,0
U711,U655,11538.52,2025-10-16 05:05:05,transfer,0
U47,U883,1999.9,2025-10-15 06:15:11,cash_in,0
U885,U425,14183.96,2025-10-24 06:26:49,cash_in,0
U629,U222,6220.68,2025-10-04 04:08:36,payment,0
U570,U900,10797.08,2025-10-27 23:15:22,transfer,0
U791,U709,10140.9,2025-10-04 15:34:11,payment,0
U483,U830,10750.77,2025-10-16 18:30:22,payment,0
U898,U121,15508.64,2025-10-08 23:51:34,payment,0
U408,U171,17248.15,2025-10-28 21:14:17,payment,0
U712,U170,1243.34,2025-10-29 09:21:59,cash_in,0
U165,U593,5732.27,2025-10-04 14:34:15,transfer,0
U650,U313,9510.94,2025-10-22 08:28:36,payment,0
U504,U138,17186.3,2025-10-02 06:37:37,cash_in,0
U738,U943,19798.58,2025-10-20 17:47:44,payment,0
U789,U820,3667.99,2025-10-16 08:47:14,payment,0
U497,U436,7919.64,2025-10-03 06:17:14,payment,0
U102,U731,13244.89,2025-10-19 11:51:04,cash_in,0
U730,U699,18819.28,2025-10-19 23:55:57,cash_in,0
U258,U125,17312.28,2025-10-05 01:19:54,cash_in,0
U20,U835,18649.58,2025-10-15 12:04:16,payment,0
U237,U70,14146.32,2025-10-01 10:39:02,transfer,0
U432,U609,11827.58,2025-10-01 08:02:19,transfer,0
U859,U63,16821.65,2025-10-27 00:11:11,payment,0
U681,U309,11603.73,2025-10-18 19:49:43,cash_in,0
U83,U135,4046.25,2025-10-01 19:45:36,cash_in,0
U745,U897,11852.29,2025-10-04 13:31:38,cash_in,0
U104,U27,10673.11,2025-10-02 21:57:56,transfer,0
U514,U631,17796.15,2025-10-09 23:22:34,cash_in,0
U730,U408,8010.22,2025-10-02 22:56:55,cash_in,0
U67,U52,1266.88,2025-10-05 07:44:15,payment,0
U204,U145,8828.58,2025-10-17 01:43:14,cash_in,0
U309,U702,10409.52,2025-10-13 01:18:18,payment,0
U765,U234,4152.51,2025-10-09 15:45:10,payment,0
U658,U714,11801.38,2025-10-19 12:57:28,transfer,0
U117,U785,9031.32,2025-10-06 21:29:12,payment,0
U903,U18,14016.37,2025-10-14 14:50:08,cash_in,0
U74,U635,6218.08,2025-10-20 09:05:40,transfer,0
U354,U921,4158.78,2025-10-29 03:19:44,transfer,0
U951,U511,15837.69,2025-10-29 08:49:46,cash_in,0
U145,U942,5731.58,2025-10-12 00:55:22,payment,0
U112,U609,19168.93,2025-10-08 20:26:20,transfer,0
U142,U244,7683.7,2025-10-06 15:29:35,cash_in,0
U230,U783,18260.97,2025-10-21 03:11:43,transfer,0
U723,U74,15737.54,2025-10-18 13:54:59,cash_in,0
U568,U221,13847.12,2025-10-04 22:07:15,cash_in,0
U259,U729,18272.55,2025-10-24 21:57:06,transfer,0
U614,U16,13468.91,2025-10-08 15:42:58,payment,0
U722,U225,2579.62,2025-10-13 08:30:40,payment,0
U102,U807,10055.12,2025-10-01 11:57:50,transfer,0
U542,U827,12554.66,2025-10-05 05:10:52,cash_in,0
U29,U939,16419.26,2025-10-27 04:11:33,cash_in,0
U689,U616,15676.2,2025-10-01 11:49:48,cash_in,0
U178,U32,5671.75,2025-10-11 02:20:19,transfer,0
U920,U161,1911.66,2025-10-07 15:11:07,cash_in,0
U238,U51,2379.99,2025-10-28 09:12:29,transfer,0
U612,U439,8493.22,2025-10-01 00:10:34,cash_in,0
U689,U827,9836.39,2025-10-10 07:21:12,payment,0
U450,U502,13305.09,2025-10-07 04:45:02,payment,0
U221,U733,16800.84,2025-10-20 14:39:24,payment,0
U916,U531,17332.31,2025-10-03 02:06:39,transfer,0
U475,U192,18790.52,2025-10-07 01:11:52,transfer,0
U445,U739,17604.09,2025-10-25 08:16:47,payment,0
U849,U644,15227.75,2025-10-03 04:36:43,transfer,0
U852,U654,5664.44,2025-10-03 14:20:57,payment,0
U982,U788,11219.37,2025-10-05 04:12:04,payment,0
U209,U237,12998.1,2025-10-26 17:08:41,transfer,0
U612,U263,1470.38,2025-10-28 00:57:07,transfer,0
U923,U710,2209.03,2025-10-22 08:11:40,cash_in,0
U441,U744,9792.4,2025-10-07 07:41:06,payment,0
U838,U552,12189.08,2025-10-09 19:58:53,payment,0
U639,U247,4180.12,2025-10-23 08:09:36,cash_in,0
U825,U835,10225.0,2025-10-15 06:41:01,payment,0
U648,U558,12284.53,2025-10-18 23:24:31,payment,0
U312,U258,9124.47,2025-10-18 23:23:47,transfer,0
U248,U279,17670.15,2025-10-14 06:58:30,cash_in,0
U175,U773,18884.76,2025-10-05 08:11:44,transfer,0
U714,U486,2778.8,2025-10-17 15:58:05,transfer,0
U547,U837,15826.83,2025-10-03 17:08:17,transfer,0
U699,U536,2995.04,2025-10-18 14:29:04,transfer,0
U700,U761,766.25,2025-10-01 14:49:13,payment,0
U563,U794,13366.42,2025-10-07 10:05:02,payment,0
U349,U293,19148.04,2025-10-25 20:52:05,transfer,0
U109,U142,18189.38,2025-10-17 06:30:15,cash_in,0
U987,U322,2250.35,2025-10-11 02:39:35,transfer,0
U219,U598,10243.5,2025-10-05 15:42:53,cash_in,0
U183,U705,13159.35,2025-10-04 09:20:44,payment,0
U140,U349,499.71,2025-10-29 12:25:35,payment,0
U971,U268,19877.01,2025-10-03 00:31:16,payment,0
U852,U843,2051.11,2025-10-05 20:10:44,payment,0
U221,U474,18959.62,2025-10-25 21:07:26,payment,0
U606,U536,6057.12,2025-10-09 12:13:31,transfer,0
U274,U292,13350.46,2025-10-29 13:43:42,transfer,0
U287,U565,1117.55,2025-10-02 08:13:00,cash_in,0
U990,U751,15426.68,2025-10-22 22:37:47,cash_in,0
U889,U874,5107.52,2025-10-22 22:55:32,transfer,0
U963,U133,5741.85,2025-10-14 05:34:33,cash_in,0
U580,U107,18734.39,2025-10-07 19:51:41,cash_in,0
U894,U693,8667.06,2025-10-26 07:50:14,transfer,0
U438,U42,3247.51,2025-10-28 03:51:15,payment,0
U820,U680,14295.83,2025-10-11 05:19:57,transfer,0
U319,U291,4025.05,2025-10-09 08:33:41,payment,0
U158,U676,8597.4,2025-10-24 04:58:29,transfer,0
U342,U827,10570.42,2025-10-14 12:01:46,cash_in,0
U464,U539,13293.48,2025-10-04 07:30:54,payment,0
U961,U1000,6964.41,2025-10-22 14:42:51,cash_in,0
U311,U300,17847.77,2025-10-04 09:16:14,payment,0
U153,U61,12349.2,2025-10-18 03:38:23,payment,0
U838,U943,18644.03,2025-10-05 00:53:09,payment,0
U896,U705,2847.58,2025-10-06 02:10:57,cash_in,0
U480,U345,1081.58,2025-10-16 19:14:03,payment,0
U824,U22,309.42,2025-10-15 00:18:33,payment,0
U737,U212,18366.78,2025-10-21 02:26:34,payment,0
U310,U98,4083.7,2025-10-10 21:09:34,cash_in,0
U461,U426,15322.5,2025-10-20 18:13:06,payment,0
U348,U7,13002.18,2025-10-01 03:49:39,payment,0
U613,U980,14004.07,2025-10-02 19:04:40,cash_in,0
U184,U550,19152.67,2025-10-03 17:55:36,payment,0
U625,U405,17166.89,2025-10-10 13:01:28,transfer,0
U531,U225,15619.96,2025-10-05 06:51:29,payment,0
U363,U189,17346.5,2025-10-21 12:25:30,payment,0
U426,U290,16955.0,2025-10-03 12:50:56,payment,0
U938,U400,12485.09,2025-10-02 05:41:40,cash_in,0
U21,U554,4428.77,2025-10-28 03:25:24,cash_in,0
U947,U412,3446.23,2025-10-08 17:08:59,transfer,0
U285,U875,3891.71,2025-10-01 19:25:37,cash_in,0
U305,U503,1144.58,2025-10-15 10:24:03,payment,0
U183,U631,1939.16,2025-10-22 06:54:18,transfer,0
U807,U413,18337.99,2025-10-11 12:34:24,transfer,0
U130,U736,6170.18,2025-10-28 20:11:00,payment,0
U827,U937,15563.45,2025-10-16 21:26:31,cash_in,0
U15,U923,14725.55,2025-10-24 10:28:39,payment,0
U459,U576,4585.48,2025-10-25 22:34:19,payment,0
U60,U648,19601.14,2025-10-26 05:35:08,cash_in,0
U551,U438,3912.4,2025-10-09 23:57:43,transfer,0
U487,U897,14.93,2025-10-04 18:37:44,transfer,0
U112,U887,15732.25,2025-10-20 08:18:20,cash_in,0
U577,U127,19909.05,2025-10-27 17:41:45,cash_in,0
U459,U276,12888.83,2025-10-18 09:38:47,transfer,0
U780,U981,4245.54,2025-10-08 17:44:41,payment,0
U741,U225,3762.11,2025-10-08 10:54:11,cash_in,0
U356,U698,11913.96,2025-10-29 02:15:16,payment,0
U21,U474,9188.56,2025-10-07 11:04:56,cash_in,0
U179,U15,2260.61,2025-10-12 09:33:54,cash_in,0
U872,U509,13400.99,2025-10-01 20:17:37,transfer,0
U242,U451,5521.01,2025-10-01 10:14:44,transfer,0
U857,U194,19673.5,2025-10-25 11:20:07,cash_in,0
U680,U524,8986.43,2025-10-07 21:28:02,cash_in,0
U451,U628,1842.87,2025-10-07 10:43:10,cash_in,0
U246,U462,1603.78,2025-10-16 19:52:42,transfer,0
U548,U644,13709.13,2025-10-18 00:02:50,transfer,0
U823,U327,14667.67,2025-10-21 05:46:55,cash_in,0
U459,U315,8945.23,2025-10-02 08:10:05,cash_in,0
U114,U50,18943.43,2025-10-04 15:25:49,cash_in,0
U51,U249,4631.76,2025-10-25 01:32:09,cash_in,0
U407,U532,13041.03,2025-10-12 04:45:27,transfer,0
U104,U168,16997.89,2025-10-02 04:37:49,payment,0
U543,U132,19816.5,2025-10-24 10:45:14,payment,0
U218,U529,8001.71,2025-10-12 13:13:07,cash_in,0
U90,U271,17556.84,2025-10-18 08:41:01,cash_in,0
U451,U284,1108.86,2025-10-09 21:06:28,payment,0
U342,U597,4728.0,2025-10-02 19:54:45,transfer,0
U685,U534,8341.32,2025-10-12 10:07:58,payment,0
U50,U961,17886.12,2025-10-14 18:16:50,transfer,0
U731,U234,10476.58,2025-10-11 01:55:43,transfer,0
U992,U215,10345.91,2025-10-12 19:16:26,cash_in,0
U732,U864,14858.26,2025-10-03 07:42:39,cash_in,0
U264,U507,8102.33,2025-10-27 19:10:55,cash_in,0
U71,U734,17453.01,2025-10-22 09:16:05,cash_in,0
U530,U563,10284.23,2025-10-07 00:42:59,transfer,0
U819,U149,5189.64,2025-10-24 22:24:08,cash_in,0
U262,U329,14510.54,2025-10-22 00:18:53,payment,0
U179,U166,8251.85,2025-10-01 06:09:01,transfer,0
U442,U138,6256.07,2025-10-19 21:18:41,cash_in,0
U631,U993,18965.94,2025-10-07 12:25:09,transfer,0
U579,U634,11555.4,2025-10-22 04:49:37,transfer,0
U440,U589,8094.41,2025-10-21 06:38:55,cash_in,0
U952,U272,159.8,2025-10-23 20:25:45,cash_in,0
U369,U83,2517.61,2025-10-20 13:09:33,transfer,0
U325,U902,17045.83,2025-10-16 12:14:59,transfer,0
U241,U102,10882.6,2025-10-29 06:35:00,transfer,0
U570,U266,15779.34,2025-10-14 23:11:20,payment,0
U5,U780,16669.42,2025-10-01 17:37:30,cash_in,0
U988,U743,13700.25,2025-10-04 19:05:22,cash_in,0
U470,U190,10484.78,2025-10-03 20:35:06,payment,0
U162,U861,9957.76,2025-10-24 20:08:22,payment,0
U560,U121,19274.78,2025-10-03 06:55:42,payment,0
U873,U383,7662.86,2025-10-10 07:16:49,cash_in,0
U962,U900,18820.41,2025-10-27 19:13:55,cash_in,0
U9,U945,7537.79,2025-10-04 10:22:49,transfer,0
U401,U926,2092.72,2025-10-18 15:26:47,payment,0
U108,U239,19597.18,2025-10-20 21:17:13,transfer,0
U424,U347,2811.57,2025-10-21 22:12:59,payment,0
